time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability
1451624818,0.302766667,0.0034,0.302766667,0,0.020666667,0.06255,0.043416667,0.00515,0.00705,0.01325,0.00075,0,0,0.031983333,0.001,0.004283333,0.00165,0.0034,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624819,0.388516667,0.003433333,0.388516667,0,0.107416667,0.063266667,0.043333333,0.005083333,0.007033333,0.0131,0.000733333,3.33E-05,3.33E-05,0.031966667,0.001,0.004266667,0.001583333,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624820,0.501916667,0.003416667,0.501916667,0.0001,0.22365,0.062916667,0.0435,0.0054,0.006983333,0.012933333,0.000766667,0.000116667,1.67E-05,0.031916667,0.001016667,0.004266667,0.001616667,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624821,0.767266667,0.003433333,0.767266667,0.000233333,0.495683333,0.064066667,0.0436,0.004783333,0.00675,0.012533333,0.000783333,0.000333333,0,0.0319,0.001033333,0.004266667,0.001716667,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624822,0.7627,0.003433333,0.7627,0.000233333,0.492733333,0.062916667,0.043633333,0.0048,0.0067,0.01255,0.000783333,0.000316667,0,0.031883333,0.001016667,0.004266667,0.001616667,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624823,0.761383333,0.00345,0.761383333,0.000233333,0.491466667,0.062966667,0.043583333,0.004783333,0.006783333,0.01255,0.000766667,0.000333333,3.33E-05,0.031816667,0.001016667,0.00425,0.0017,0.00345,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624824,0.772766667,0.003433333,0.772766667,0.000216667,0.49025,0.074433333,0.043516667,0.0048,0.0068,0.01255,0.0008,0.000333333,0,0.031783333,0.001033333,0.004266667,0.00165,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624825,0.766733333,0.0034,0.766733333,0.000233333,0.489333333,0.069333333,0.043516667,0.0052,0.00675,0.012516667,0.000783333,0.0003,3.33E-05,0.031783333,0.001016667,0.00425,0.001583333,0.0034,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624826,0.741983333,0.0034,0.741983333,0.0002,0.469766667,0.064366667,0.043466667,0.004783333,0.00685,0.01255,0.000783333,0.0003,1.67E-05,0.031766667,0.001016667,0.00425,0.00165,0.0034,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624827,0.712683333,0.003416667,0.712683333,0.000216667,0.441033333,0.063466667,0.043383333,0.004833333,0.0068,0.012583333,0.000766667,0.0003,1.67E-05,0.031716667,0.001033333,0.00425,0.001583333,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624828,0.45125,0.003416667,0.45125,6.67E-05,0.172866667,0.06305,0.043283333,0.005033333,0.006933333,0.012983333,0.00075,8.33E-05,1.67E-05,0.031816667,0.001,0.004266667,0.001616667,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624829,0.303016667,0.003416667,0.303016667,1.67E-05,0.0207,0.063233333,0.0432,0.00515,0.0071,0.013233333,0.000733333,0,1.67E-05,0.0318,0.001016667,0.004283333,0.001566667,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624830,0.304216667,0.003433333,0.304216667,0,0.020683333,0.063833333,0.043216667,0.005566667,0.007016667,0.013233333,0.00075,1.67E-05,0,0.031833333,0.001,0.004266667,0.001666667,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624831,0.304533333,0.0034,0.304533333,0,0.0207,0.0646,0.04325,0.005166667,0.007083333,0.013233333,0.000733333,1.67E-05,3.33E-05,0.031766667,0.001,0.004266667,0.001616667,0.0034,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624832,0.3793,0.003433333,0.3793,1.67E-05,0.097716667,0.06385,0.043233333,0.0051,0.007083333,0.013133333,0.000766667,3.33E-05,0,0.03175,0.001016667,0.004283333,0.001616667,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624833,0.343566667,0.003416667,0.343566667,0,0.062383333,0.063233333,0.04325,0.005133333,0.007066667,0.013133333,0.000733333,1.67E-05,1.67E-05,0.0316,0.001,0.004266667,0.0016,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624834,0.40395,0.003433333,0.40395,1.67E-05,0.1227,0.0636,0.0432,0.005066667,0.007133333,0.01305,0.00075,6.67E-05,0,0.031616667,0.001,0.004266667,0.001633333,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624835,0.63435,0.0034,0.63435,0.000166667,0.357233333,0.06505,0.043366667,0.0053,0.006816667,0.012683333,0.000766667,0.000233333,0,0.031533333,0.001016667,0.00425,0.001516667,0.0034,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624836,0.764933333,0.003433333,0.764933333,0.000233333,0.49245,0.06495,0.043416667,0.004783333,0.006783333,0.012516667,0.000766667,0.000316667,1.67E-05,0.03155,0.001016667,0.00425,0.001616667,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624837,0.76095,0.003433333,0.76095,0.00025,0.490583333,0.063283333,0.043516667,0.004783333,0.006716667,0.012516667,0.000783333,0.000333333,1.67E-05,0.031383333,0.001033333,0.00425,0.001466667,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624838,0.725966667,0.003416667,0.725966667,0.000216667,0.455,0.063216667,0.043333333,0.0048,0.006883333,0.012583333,0.000783333,0.000283333,1.67E-05,0.031433333,0.001016667,0.00425,0.001616667,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624839,0.7064,0.003433333,0.7064,0.0002,0.434916667,0.063466667,0.04335,0.004833333,0.0069,0.012616667,0.000783333,0.000283333,1.67E-05,0.031333333,0.001016667,0.004266667,0.00165,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624840,0.323133333,0.003416667,0.323133333,0,0.040066667,0.06405,0.0431,0.00555,0.00705,0.013216667,0.000733333,0,0,0.0314,0.001,0.004283333,0.0016,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624841,0.30435,0.003416667,0.30435,0,0.020766667,0.065083333,0.04305,0.00515,0.007033333,0.01325,0.000733333,1.67E-05,3.33E-05,0.031333333,0.001016667,0.004266667,0.001633333,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624842,0.3018,0.003433333,0.3018,0,0.02065,0.06365,0.04295,0.005183333,0.007083333,0.0132,0.00075,0,1.67E-05,0.031133333,0.001,0.004266667,0.001766667,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624843,0.301833333,0.003416667,0.301833333,0,0.02065,0.063933333,0.042833333,0.00515,0.007033333,0.013216667,0.000733333,1.67E-05,0,0.03105,0.001,0.004266667,0.001716667,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624844,0.38285,0.003433333,0.38285,1.67E-05,0.104466667,0.062866667,0.042783333,0.0051,0.007133333,0.013083333,0.00075,3.33E-05,0,0.030966667,0.001016667,0.004266667,0.001683333,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624845,0.369933333,0.003416667,0.369933333,0,0.08875,0.065,0.0427,0.0055,0.007083333,0.013116667,0.000733333,5E-05,3.33E-05,0.03095,0.001016667,0.004266667,0.0016,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624846,0.379483333,0.003416667,0.379483333,1.67E-05,0.0992,0.06495,0.042633333,0.0051,0.0071,0.0131,0.000766667,5E-05,0,0.030866667,0.001,0.004266667,0.0016,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624847,0.69525,0.003416667,0.69525,0.000183333,0.42625,0.063183333,0.042783333,0.004833333,0.006816667,0.0126,0.000766667,0.00025,3.33E-05,0.0308,0.001016667,0.00425,0.001533333,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624848,0.760166667,0.003416667,0.760166667,0.00025,0.49325,0.063266667,0.042816667,0.004783333,0.006933333,0.0125,0.0008,0.000333333,1.67E-05,0.030766667,0.001033333,0.00425,0.0016,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624849,0.868533333,0.003433333,0.868533333,0.000233333,0.488466667,0.063133333,0.0427,0.095716667,0.006916667,0.012466667,0.000566667,0.00025,1.67E-05,0.030733333,0.001016667,0.004233333,0.001583333,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624850,0.874133333,0.0034,0.874133333,0.0002,0.441066667,0.06395,0.0426,0.1367,0.006883333,0.012566667,0.000466667,0.000166667,3.33E-05,0.030766667,0.001016667,0.004233333,0.00155,0.0034,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624851,0.740633333,0.003416667,0.740633333,0.000133333,0.310583333,0.064316667,0.04255,0.131216667,0.00695,0.01275,0.000466667,8.33E-05,0,0.030816667,0.001,0.00425,0.001633333,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624852,0.454533333,0.003416667,0.454533333,0,0.020616667,0.063333333,0.0424,0.129516667,0.007083333,0.013166667,0.00045,6.67E-05,0,0.030866667,0.001016667,0.00425,0.001666667,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624853,0.452433333,0.0034,0.452433333,0,0.02065,0.062833333,0.042483333,0.1283,0.0071,0.013183333,0.000466667,8.33E-05,1.67E-05,0.030866667,0.001,0.004266667,0.0016,0.0034,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624854,0.4509,0.00345,0.4509,1.67E-05,0.02065,0.062266667,0.042516667,0.127566667,0.0071,0.013183333,0.00045,8.33E-05,1.67E-05,0.030816667,0.001016667,0.00425,0.001516667,0.00345,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624855,0.453266667,0.0034,0.453266667,0,0.020633333,0.064616667,0.042416667,0.12735,0.0071,0.013183333,0.00045,8.33E-05,1.67E-05,0.0309,0.001,0.004266667,0.001583333,0.0034,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624856,0.532383333,0.003416667,0.532383333,3.33E-05,0.1041,0.062716667,0.042666667,0.126416667,0.007016667,0.013033333,0.0005,3.33E-05,1.67E-05,0.030683333,0.001016667,0.00425,0.001333333,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624857,0.516883333,0.0034,0.516883333,1.67E-05,0.08885,0.063366667,0.042383333,0.1258,0.007016667,0.013033333,0.00045,5E-05,0,0.03085,0.001,0.00425,0.0016,0.0034,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624858,0.514766667,0.003416667,0.514766667,1.67E-05,0.087716667,0.062983333,0.0424,0.125233333,0.007083333,0.01305,0.000466667,3.33E-05,0,0.030883333,0.001,0.004266667,0.0016,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624859,0.5435,0.003433333,0.5435,1.67E-05,0.117133333,0.063483333,0.042383333,0.124683333,0.0071,0.013,0.00045,1.67E-05,3.33E-05,0.030816667,0.001016667,0.004233333,0.001533333,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624860,0.635783333,0.0034,0.635783333,8.33E-05,0.214083333,0.062333333,0.042616667,0.12415,0.007,0.012866667,0.000483333,1.67E-05,1.67E-05,0.030683333,0.001016667,0.00425,0.001483333,0.0034,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624861,0.9114,0.003433333,0.9114,0.000233333,0.495716667,0.0644,0.042633333,0.123483333,0.0068,0.01245,0.000466667,0.0002,0,0.030733333,0.001016667,0.004233333,0.001566667,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624862,0.905416667,0.003416667,0.905416667,0.000233333,0.4921,0.062783333,0.042666667,0.123066667,0.006866667,0.012433333,0.0005,0.0002,1.67E-05,0.03065,0.001016667,0.004216667,0.00155,0.003416667,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624863,0.904633333,0.003433333,0.904633333,0.000233333,0.4907,0.063683333,0.042616667,0.122833333,0.006833333,0.012466667,0.0005,0.000216667,1.67E-05,0.030733333,0.001033333,0.00425,0.0016,0.003433333,35.06,partly-cloudy-night,0.66,10,Mostly Cloudy,30.05,1015.75,5.77,0.75,259,0,24.84,0
1451624864,0.859933333,0.003416667,0.859933333,0.000216667,0.4471,0.062116667,0.042583333,0.122566667,0.00695,0.012566667,0.0005,0.000166667,3.33E-05,0.0308,0.001016667,0.00425,0.0016,0.003416667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624865,0.795233333,0.0034,0.795233333,0.000166667,0.377516667,0.065033333,0.042516667,0.122283333,0.0069,0.012683333,0.000483333,0.000133333,1.67E-05,0.030833333,0.001016667,0.00425,0.001633333,0.0034,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624866,0.446333333,0.0034,0.446333333,0,0.020666667,0.063516667,0.042466667,0.1222,0.007066667,0.013183333,0.000483333,8.33E-05,1.67E-05,0.03075,0.001,0.004266667,0.001533333,0.0034,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624867,0.4455,0.003416667,0.4455,0,0.020616667,0.063416667,0.042316667,0.12205,0.007066667,0.013166667,0.00045,8.33E-05,1.67E-05,0.030866667,0.001,0.00425,0.001583333,0.003416667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624868,0.444616667,0.003433333,0.444616667,0,0.0206,0.063116667,0.042283333,0.121683333,0.007066667,0.013133333,0.000466667,5E-05,1.67E-05,0.030816667,0.001016667,0.00425,0.001566667,0.003433333,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624869,0.509966667,0.003416667,0.509966667,0,0.087683333,0.0631,0.0423,0.121316667,0.007,0.01305,0.000466667,3.33E-05,1.67E-05,0.03075,0.001,0.004233333,0.001516667,0.003416667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624870,0.487833333,0.003416667,0.487833333,1.67E-05,0.064966667,0.063466667,0.042316667,0.121033333,0.007083333,0.01305,0.00045,5E-05,3.33E-05,0.03075,0.001016667,0.00425,0.00155,0.003416667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624871,0.39505,0.003383333,0.39505,1.67E-05,0.1109,0.0639,0.042383333,0.010383333,0.007016667,0.012966667,0.000733333,5E-05,0,0.030683333,0.001,0.004233333,0.00155,0.003383333,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624872,0.298183333,0.003416667,0.298183333,1.67E-05,0.020533333,0.062666667,0.042433333,0.005133333,0.006983333,0.013133333,0.000766667,1.67E-05,0,0.030733333,0.001016667,0.00425,0.001583333,0.003416667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624873,0.298933333,0.00345,0.298933333,0,0.020616667,0.0633,0.042366667,0.005133333,0.007133333,0.013166667,0.000716667,1.67E-05,1.67E-05,0.030866667,0.001,0.004266667,0.001683333,0.00345,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624874,0.298166667,0.003416667,0.298166667,0,0.020583333,0.062733333,0.0424,0.005133333,0.007116667,0.01315,0.000766667,0,1.67E-05,0.030816667,0.001016667,0.00425,0.001533333,0.003416667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624875,0.3013,0.0034,0.3013,0,0.0206,0.064716667,0.0424,0.005516667,0.007133333,0.013166667,0.000716667,1.67E-05,1.67E-05,0.030833333,0.001,0.00425,0.001633333,0.0034,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624876,0.300883333,0.003416667,0.300883333,0,0.020633333,0.06435,0.0424,0.005133333,0.007133333,0.013166667,0.000733333,1.67E-05,0,0.030866667,0.001,0.00425,0.001583333,0.003416667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624877,0.299633333,0.0034,0.299633333,1.67E-05,0.020616667,0.063966667,0.042383333,0.00515,0.00705,0.013166667,0.000733333,1.67E-05,1.67E-05,0.030866667,0.001033333,0.004266667,0.0016,0.0034,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624878,0.2966,0.003416667,0.2966,0,0.02055,0.061666667,0.042466667,0.005116667,0.007033333,0.01315,0.00075,0,1.67E-05,0.030666667,0.001,0.004233333,0.001533333,0.003416667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624879,0.29725,0.003433333,0.29725,1.67E-05,0.0205,0.062416667,0.042433333,0.005133333,0.00705,0.013116667,0.00075,1.67E-05,3.33E-05,0.030683333,0.001016667,0.00425,0.001483333,0.003433333,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624880,0.2978,0.0034,0.2978,0,0.020466667,0.062516667,0.042283333,0.0055,0.0071,0.013083333,0.000733333,0,1.67E-05,0.030716667,0.001,0.004233333,0.001633333,0.0034,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624881,0.3717,0.003466667,0.3717,0,0.020533333,0.064183333,0.042316667,0.005116667,0.0071,0.013116667,0.000716667,1.67E-05,1.67E-05,0.030583333,0.00105,0.004083333,0.001583333,0.003466667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624882,0.386133333,0.003466667,0.386133333,0,0.020616667,0.0621,0.04245,0.005133333,0.007066667,0.013133333,0.000716667,3.33E-05,3.33E-05,0.0305,0.001033333,0.0041,0.001466667,0.003466667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624883,0.389833333,0.003483333,0.389833333,0,0.020633333,0.0631,0.042433333,0.005133333,0.007083333,0.01315,0.0007,3.33E-05,0,0.0306,0.001033333,0.004083333,0.001566667,0.003483333,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624884,0.390183333,0.0035,0.390183333,0,0.0206,0.06185,0.04245,0.005116667,0.007033333,0.01315,0.000733333,0,1.67E-05,0.030566667,0.001033333,0.004083333,0.00155,0.0035,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624885,0.389916667,0.003466667,0.389916667,1.67E-05,0.020466667,0.065116667,0.042283333,0.005516667,0.007083333,0.013083333,0.000716667,0,0,0.030483333,0.001033333,0.004083333,0.0016,0.003466667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624886,0.3858,0.00345,0.3858,0,0.020583333,0.064266667,0.042366667,0.005116667,0.0071,0.013116667,0.0007,3.33E-05,0,0.030566667,0.001016667,0.004083333,0.001666667,0.00345,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624887,0.384066667,0.003483333,0.384066667,0,0.02065,0.063816667,0.042316667,0.005133333,0.00705,0.013166667,0.00075,1.67E-05,1.67E-05,0.03065,0.001033333,0.004083333,0.001633333,0.003483333,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624888,0.3812,0.003483333,0.3812,1.67E-05,0.020716667,0.062933333,0.04235,0.005133333,0.0071,0.013183333,0.0007,1.67E-05,0,0.030616667,0.001016667,0.004116667,0.00155,0.003483333,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624889,0.378083333,0.003466667,0.378083333,0,0.020666667,0.0618,0.042483333,0.005116667,0.007083333,0.013183333,0.00075,1.67E-05,1.67E-05,0.030416667,0.001033333,0.004116667,0.001416667,0.003466667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624890,0.3785,0.00345,0.3785,1.67E-05,0.020666667,0.063383333,0.0422,0.005533333,0.007133333,0.013166667,0.000733333,1.67E-05,3.33E-05,0.030633333,0.001016667,0.0041,0.0016,0.00345,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624891,0.377583333,0.00345,0.377583333,0,0.02065,0.064416667,0.042183333,0.005133333,0.007083333,0.01315,0.000716667,0,0,0.0306,0.001016667,0.004116667,0.00165,0.00345,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624892,0.374833333,0.003433333,0.374833333,0,0.020616667,0.06265,0.04215,0.005133333,0.00705,0.01315,0.000716667,3.33E-05,0,0.030583333,0.001016667,0.004116667,0.001666667,0.003433333,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624893,0.373866667,0.003466667,0.373866667,1.67E-05,0.020583333,0.0626,0.042266667,0.005116667,0.007066667,0.013116667,0.000716667,3.33E-05,1.67E-05,0.030366667,0.001016667,0.0041,0.001516667,0.003466667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624894,0.3378,0.0034,0.3378,0,0.02055,0.062583333,0.042116667,0.005133333,0.007033333,0.0131,0.000733333,1.67E-05,0,0.0305,0.001016667,0.004166667,0.0016,0.0034,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624895,0.299633333,0.00335,0.299633333,0,0.020533333,0.06435,0.042083333,0.005533333,0.007083333,0.013083333,0.000733333,0,0,0.03065,0.001,0.00425,0.001533333,0.00335,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624896,0.29965,0.0033,0.29965,0,0.020583333,0.0648,0.04205,0.005166667,0.007016667,0.013116667,0.00075,0,0,0.030716667,0.001033333,0.00425,0.001566667,0.0033,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624897,0.298266667,0.003133333,0.298266667,0,0.020633333,0.063933333,0.042033333,0.00515,0.0071,0.01315,0.000733333,1.67E-05,1.67E-05,0.030666667,0.001,0.004266667,0.001533333,0.003133333,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624898,0.297383333,0.003166667,0.297383333,1.67E-05,0.020616667,0.06315,0.042016667,0.005166667,0.007133333,0.013166667,0.00075,0,0,0.030683333,0.001,0.00425,0.0016,0.003166667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624899,0.298166667,0.00315,0.298166667,1.67E-05,0.020633333,0.06375,0.041983333,0.00515,0.007083333,0.01315,0.000716667,0,1.67E-05,0.0307,0.001,0.00425,0.001533333,0.00315,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624900,0.297966667,0.003166667,0.297966667,0,0.0206,0.06335,0.042,0.005533333,0.0071,0.013133333,0.00075,0,1.67E-05,0.030666667,0.001016667,0.00425,0.001616667,0.003166667,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624901,0.298783333,0.00295,0.298783333,0,0.0206,0.064916667,0.041916667,0.005133333,0.0071,0.013133333,0.000716667,1.67E-05,1.67E-05,0.030583333,0.001,0.004233333,0.0016,0.00295,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624902,0.297166667,0.002683333,0.297166667,1.67E-05,0.0206,0.063733333,0.0419,0.00515,0.007033333,0.013133333,0.000733333,0,0,0.030616667,0.001,0.00425,0.0016,0.002683333,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624903,0.296833333,0.0026,0.296833333,0,0.020583333,0.0636,0.041916667,0.005133333,0.007116667,0.013116667,0.000733333,0,0,0.030583333,0.001016667,0.00425,0.001566667,0.0026,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624904,0.296183333,0.002133333,0.296183333,0,0.020616667,0.063566667,0.041783333,0.00515,0.007133333,0.013133333,0.000716667,1.67E-05,0,0.030583333,0.001,0.00425,0.001666667,0.002133333,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
1451624905,0.297966667,0.001433333,0.297966667,0,0.020616667,0.065116667,0.041666667,0.00555,0.007033333,0.013116667,0.00075,0,1.67E-05,0.030583333,0.001,0.00425,0.001583333,0.001433333,34.83,clear-day,0.68,10,Clear,29.61,1015.59,5.99,0.75,258,0,25.27,0
